,area,conf,institution,name,numauthors,number,pageCount,startPage,title,volume,year,region,from_hessen
12298,ijcai,IJCAI,University of Freiburg,Bernhard Nebel,3,0,7,266,A Mechanism for Dynamic Ride Sharing Based on Parallel Auctions.,0,2011,europe,False
12299,ijcai,IJCAI,University of Freiburg,Bernhard Nebel,4,0,6,1120,On Qualitative Route Descriptions: Representation and Computational Complexity.,0,2011,europe,False
12300,ijcai,IJCAI,University of Freiburg,Bernhard Nebel,4,0,7,1169,Transition Constraints: A Study on the Computational Complexity of Qualitative Change.,0,2013,europe,False
12301,aaai,AAAI,University of Freiburg,Bernhard Nebel,4,0,7,2315,Symbolic Domain Predictive Control.,0,2014,europe,False
12306,aaai,AAAI,University of Freiburg,Bernhard Nebel,3,0,7,7941,On the Importance of a Research Data Archive.,0,2018,europe,False
12307,aaai,AAAI,University of Freiburg,Bernhard Nebel,4,0,9,6237,On the Relationship Between State-Dependent Action Costs and Conditional Effects in Planning.,0,2018,europe,False
12308,ijcai,IJCAI,University of Freiburg,Bernhard Nebel,4,0,8,1795,Game Description Language and Dynamic Epistemic Logic Compared.,0,2018,europe,False
34321,ijcai,IJCAI,University of Freiburg,Frank Hutter,3,0,6,169,Efficient Stochastic Local Search for MPE Solving.,0,2005,europe,False
34322,aaai,AAAI,University of Freiburg,Frank Hutter,3,0,6,1152,Automatic Algorithm Configuration Based on Local Search.,0,2007,europe,False
34323,ijcai,IJCAI,University of Freiburg,Frank Hutter,5,0,7,1778,Bayesian Optimization in High Dimensions via Random Embeddings.,0,2013,europe,False
34325,icml,ICML,University of Freiburg,Frank Hutter,3,0,9,754,An Efficient Approach for Assessing Hyperparameter Importance.,0,2014,europe,False
34326,aaai,AAAI,University of Freiburg,Frank Hutter,4,0,7,3364,Automatic Configuration of Sequential Planning Portfolios.,0,2015,europe,False
34327,aaai,AAAI,University of Freiburg,Frank Hutter,4,0,7,1114,Efficient Benchmarking of Hyperparameter Optimizers via Surrogates.,0,2015,europe,False
34328,aaai,AAAI,University of Freiburg,Frank Hutter,3,0,8,1128,Initializing Bayesian Hyperparameter Optimization via Meta-Learning.,0,2015,europe,False
34329,ijcai,IJCAI,University of Freiburg,Frank Hutter,4,0,8,1704,On the Effective Configuration of Planning Domain Models.,0,2015,europe,False
34330,ijcai,IJCAI,University of Freiburg,Frank Hutter,3,0,9,3460,Speeding Up Automatic Hyperparameter Optimization of Deep Neural Networks by Extrapolation of Learning Curves.,0,2015,europe,False
34331,nips,NIPS,University of Freiburg,Frank Hutter,6,0,9,2962,Efficient and Robust Automated Machine Learning.,0,2015,europe,False
34333,nips,NIPS,University of Freiburg,Frank Hutter,4,0,9,4134,Bayesian Optimization with Robust Bayesian Neural Networks.,0,2016,europe,False
34334,aaai,AAAI,University of Freiburg,Frank Hutter,6,0,7,773,Efficient Parameter Importance Analysis via Ablation with Surrogates.,0,2017,europe,False
34335,aaai,AAAI,University of Freiburg,Frank Hutter,2,0,8,1355,Warmstarting of Model-Based Algorithm Configuration.,0,2018,europe,False
34336,eccv,ECCV (7),University of Freiburg,Frank Hutter,7,0,17,677,Uncertainty Estimates and Multi-hypotheses Networks for Optical Flow.,0,2018,europe,False
34337,icml,ICML,University of Freiburg,Frank Hutter,3,0,10,1436,BOHB: Robust and Efficient Hyperparameter Optimization at Scale.,0,2018,europe,False
34338,ijcai,IJCAI,University of Freiburg,Frank Hutter,3,0,8,1419,Back to Basics: Benchmarking Canonical Evolution Strategies for Playing Atari.,0,2018,europe,False
34339,ijcai,IJCAI,University of Freiburg,Frank Hutter,3,0,7,1442,Neural Networks for Predicting Algorithm Runtime Distributions.,0,2018,europe,False
34340,kdd,KDD,University of Freiburg,Frank Hutter,2,0,10,2367,Hyperparameter Importance Across Datasets.,0,2018,europe,False
34341,nips,NeurIPS,University of Freiburg,Frank Hutter,3,0,12,9906,Maximizing acquisition functions for Bayesian optimization.,0,2018,europe,False
36177,www,WWW,University of Freiburg,Georg Lausen,4,0,11,22,Improving recommendation lists through topic diversification.,0,2005,europe,False
55281,nips,NIPS,University of Freiburg,Joschka Boedecker,4,0,9,2746,Embed to Control: A Locally Linear Latent Dynamics Model for Control from Raw Images.,0,2015,europe,False
94072,acl,ACL,University of Freiburg,Rolf Backofen,2,0,8,193,A Complete and Recursive Feature Theory.,0,1993,europe,False
94073,acl,ACL,University of Freiburg,Rolf Backofen,1,0,8,201,On the Decidability of Functional Uncertainty.,0,1993,europe,False
109530,cvpr,CVPR (2),University of Freiburg,Thomas Brox,3,0,8,699,Active Unsupervised Texture Segmentation on a Diffusion Based Feature Space.,0,2003,europe,False
109531,eccv,ECCV (2),University of Freiburg,Thomas Brox,2,0,13,578,A TV Flow Based Local Scale Measure for Texture Discrimination.,0,2004,europe,False
109532,eccv,ECCV (4),University of Freiburg,Thomas Brox,4,0,12,25,High Accuracy Optical Flow Estimation Based on a Theory for Warping.,0,2004,europe,False
109533,eccv,ECCV (1),University of Freiburg,Thomas Brox,3,0,13,471,Variational Motion Segmentation with Level Sets.,0,2006,europe,False
109538,cvpr,CVPR,University of Freiburg,Thomas Brox,3,0,8,41,Large displacement optical flow.,0,2009,europe,False
109540,eccv,ECCV (5),University of Freiburg,Thomas Brox,2,0,14,282,Object Segmentation by Long Term Analysis of Point Trajectories.,0,2010,europe,False
109544,iccv,ICCV,University of Freiburg,Thomas Brox,2,0,8,1583,Object segmentation in video: A hierarchical variational approach for turning point trajectories into dense regions.,0,2011,europe,False
109545,cvpr,CVPR,University of Freiburg,Thomas Brox,2,0,8,614,Higher order motion models and spectral clustering.,0,2012,europe,False
109546,cvpr,CVPR,University of Freiburg,Thomas Brox,4,0,8,1759,An Iterated L1 Algorithm for Non-smooth Non-convex Optimization in Computer Vision.,0,2013,europe,False
109547,cvpr,CVPR,University of Freiburg,Thomas Brox,7,0,8,2179,Blind Deconvolution of Widefield Fluorescence Microscopic Data by Regularization of the Optical Transfer Function (OTF).,0,2013,europe,False
109549,iccv,ICCV,University of Freiburg,Thomas Brox,2,0,8,969,Point-Based 3D Reconstruction of Thin Objects.,0,2013,europe,False
109551,eccv,ECCV (5),University of Freiburg,Thomas Brox,2,0,15,406,Training Deformable Object Models for Human Detection Based on Alignment and Clustering.,0,2014,europe,False
109552,eccv,ECCV (7),University of Freiburg,Thomas Brox,4,0,16,567,Dense Semi-rigid Scene Flow Estimation from RGBD Images.,0,2014,europe,False
109554,nips,NIPS,University of Freiburg,Thomas Brox,4,0,9,766,Discriminative Unsupervised Feature Learning with Convolutional Neural Networks.,0,2014,europe,False
109555,cvpr,CVPR,University of Freiburg,Thomas Brox,3,0,9,1538,Learning to generate chairs with convolutional neural networks.,0,2015,europe,False
109556,iccv,ICCV,University of Freiburg,Thomas Brox,6,0,9,1751,Efficient Decomposition of Image and Mesh Graphs by Lifted Multicuts.,0,2015,europe,False
109558,iccv,ICCV,University of Freiburg,Thomas Brox,2,0,9,1341,"Global, Dense Multiscale Reconstruction for a Billion Points.",0,2015,europe,False
109559,iccv,ICCV,University of Freiburg,Thomas Brox,3,0,9,3271,Motion Trajectory Segmentation via Minimum Cost Multicuts.,0,2015,europe,False
109560,iccv,ICCV,University of Freiburg,Thomas Brox,2,0,9,1314,Unsupervised Generation of a View Point Annotated Car Dataset from Videos.,0,2015,europe,False
109561,iccv,ICCV,University of Freiburg,Thomas Brox,3,0,9,3235,Video Segmentation with Just a Few Strokes.,0,2015,europe,False
109563,cvpr,CVPR,University of Freiburg,Thomas Brox,2,0,9,4829,Inverting Visual Representations with Convolutional Networks.,0,2016,europe,False
109564,eccv,ECCV (7),University of Freiburg,Thomas Brox,3,0,16,322,Multi-view 3D Models from Single Images with a Convolutional Network.,0,2016,europe,False
109567,nips,NIPS,University of Freiburg,Thomas Brox,2,0,9,658,Generating Images with Perceptual Similarity Metrics based on Deep Networks.,0,2016,europe,False
109569,nips,NIPS,University of Freiburg,Thomas Brox,5,0,9,3387,Synthesizing the preferred inputs for neurons in neural networks via deep generator networks.,0,2016,europe,False
109570,cvpr,CVPR,University of Freiburg,Thomas Brox,7,0,10,5622,DeMoN: Depth and Motion Network for Learning Monocular Stereo.,0,2017,europe,False
109571,cvpr,CVPR,University of Freiburg,Thomas Brox,6,0,9,1647,FlowNet 2.0: Evolution of Optical Flow Estimation with Deep Networks.,0,2017,europe,False
109573,iccv,ICCV,University of Freiburg,Thomas Brox,4,0,10,2923,"Chained Multi-stream Networks Exploiting Pose, Motion, and Appearance for Action Classification and Detection.",0,2017,europe,False
109574,iccv,ICCV,University of Freiburg,Thomas Brox,2,0,9,4913,Learning to Estimate 3D Hand Pose from Single RGB Images.,0,2017,europe,False
109575,iccv,ICCV,University of Freiburg,Thomas Brox,3,0,9,2107,Octree Generating Networks: Efficient Convolutional Architectures for High-resolution 3D Outputs.,0,2017,europe,False
109576,iccv,ICCV,University of Freiburg,Thomas Brox,4,0,10,2774,Universal Adversarial Perturbations Against Semantic Image Segmentation.,0,2017,europe,False
109578,eccv,ECCV (12),University of Freiburg,Thomas Brox,4,0,18,626,"Occlusions, Motion and Depth Boundaries with a Generic Network for Disparity, Optical Flow or Scene Flow Estimation.",0,2018,europe,False
109579,eccv,ECCV (16),University of Freiburg,Thomas Brox,3,0,18,851,DeepTAM: Deep Tracking and Mapping.,0,2018,europe,False
109580,eccv,ECCV (2),University of Freiburg,Thomas Brox,3,0,18,713,ECO: Efficient Convolutional Network for Online Video Understanding.,0,2018,europe,False
118475,ijcai,IJCAI,University of Freiburg,Wolfram Burgard,3,0,7,1346,Active Mobile Robot Localization.,0,1997,europe,False
118477,aaai,AAAI/IAAI,University of Freiburg,Wolfram Burgard,4,0,6,983,Position Estimation for Mobile Robots in Dynamic Environments.,0,1998,europe,False
118483,aaai,AAAI/IAAI,University of Freiburg,Wolfram Burgard,4,0,7,343,Monte Carlo Localization: Efficient Position Estimation for Mobile Robots.,0,1999,europe,False
118484,icml,ICML,University of Freiburg,Wolfram Burgard,5,0,10,67,Sonar-Based Mapping of Large-Scale Mobile Robot Environments using EM.,0,1999,europe,False
118490,aaai,AAAI/IAAI,University of Freiburg,Wolfram Burgard,7,0,7,852,Coordination for Multi-Robot Exploration and Mapping.,0,2000,europe,False
118491,aaai,AAAI/IAAI,University of Freiburg,Wolfram Burgard,3,0,7,859,Monte Carlo Localization with Mixture Proposal Distribution.,0,2000,europe,False
118494,cvpr,CVPR (1),University of Freiburg,Wolfram Burgard,4,0,7,371,Tracking Multiple Moving Objects with a Mobile Robot.,0,2001,europe,False
118495,icml,ICML,University of Freiburg,Wolfram Burgard,5,0,8,329,Using EM to Learn 3D Models of Indoor Environments with Mobile Robots.,0,2001,europe,False
118507,ijcai,IJCAI,University of Freiburg,Wolfram Burgard,3,0,6,915,An Extension of the ICP Algorithm for Modeling Nonrigid Objects with Mobile Robots.,0,2003,europe,False
118508,ijcai,IJCAI,University of Freiburg,Wolfram Burgard,2,0,8,1127,Exploring Unknown Environments with Mobile Robots using Coverage Maps.,0,2003,europe,False
118509,ijcai,IJCAI,University of Freiburg,Wolfram Burgard,3,0,6,909,Where is ...? Learning and Utilizing Motion Patterns of Persons with Mobile Robots.,0,2003,europe,False
118516,aaai,AAAI,University of Freiburg,Wolfram Burgard,2,0,6,1330,Improving Simultaneous Mapping and Localization in 3D Using Global Constraints.,0,2005,europe,False
118517,aaai,AAAI,University of Freiburg,Wolfram Burgard,2,0,6,1324,Mobile Robot Mapping and Localization in Non-Static Environments.,0,2005,europe,False
118518,aaai,AAAI,University of Freiburg,Wolfram Burgard,4,0,6,1306,Semantic Place Classification of Indoor Environments with Mobile Robots Using Boosting.,0,2005,europe,False
118534,aaai,AAAI,University of Freiburg,Wolfram Burgard,5,0,6,1584,An Integrated Robotic System for Spatial Understanding and Situated Interaction in Indoor Environments.,0,2007,europe,False
118538,ijcai,IJCAI,University of Freiburg,Wolfram Burgard,3,0,6,2185,Efficient Failure Detection on Mobile Robots Using Particle Filters with Gaussian Process Proposals.,0,2007,europe,False
118539,ijcai,IJCAI,University of Freiburg,Wolfram Burgard,4,0,6,2225,Instace-Based AMN Classification for Improved Object Recognition in 2D and 3D Laser Range Data.,0,2007,europe,False
118576,ijcai,IJCAI,University of Freiburg,Wolfram Burgard,6,0,6,1851,Learning Kinematic Models for Articulated Objects.,0,2009,europe,False
118613,aaai,AAAI,University of Freiburg,Wolfram Burgard,3,0,-1,-1,Occupancy Grid Models for Robot Mapping in Changing Environments.,0,2012,europe,False
118624,aaai,AAAI,University of Freiburg,Wolfram Burgard,4,0,-1,-1,Compact RGBD Surface Models Based on Sparse Coding.,0,2013,europe,False
118636,aaai,AAAI,University of Freiburg,Wolfram Burgard,4,0,7,2564,Robust Visual Robot Localization Across Seasons Using Network Flows.,0,2014,europe,False
6547,nips,NIPS,CISPA Helmholtz Center i.G.,Andreas Zeller,4,0,9,468,Localizing Bugs in Program Executions with Graphical Models.,0,2009,europe,False
17861,www,WWW,CISPA Helmholtz Center i.G.,Christian Rossow,4,0,10,647,Who Controls the Internet?: Analyzing Global Threats using Property Graph Traversals.,0,2017,europe,False
52293,kdd,KDD,CISPA Helmholtz Center i.G.,Jilles Vreeken,3,0,10,765,Characterising the difference.,0,2007,europe,False
52294,kdd,KDD,CISPA Helmholtz Center i.G.,Jilles Vreeken,2,0,9,51,Model order selection for boolean matrix factorization.,0,2011,europe,False
52295,kdd,KDD,CISPA Helmholtz Center i.G.,Jilles Vreeken,3,0,9,573,Tell me what i need to know: succinctly summarizing data with itemsets.,0,2011,europe,False
52296,kdd,KDD,CISPA Helmholtz Center i.G.,Jilles Vreeken,2,0,9,462,The long and the short of it: summarising event sequences with serial episodes.,0,2012,europe,False
52297,icml,ICML,CISPA Helmholtz Center i.G.,Jilles Vreeken,5,0,9,775,Multivariate Maximal Correlation Analysis.,0,2014,europe,False
52298,kdd,KDD,CISPA Helmholtz Center i.G.,Jilles Vreeken,3,0,10,735,Keeping it Short and Simple: Summarising Complex Event Sequences with Multivariate Patterns.,0,2016,europe,False
52300,kdd,KDD,CISPA Helmholtz Center i.G.,Jilles Vreeken,3,0,9,355,Discovering Reliable Approximate Functional Dependencies.,0,2017,europe,False
68804,eccv,ECCV (4),CISPA Helmholtz Center i.G.,Mario Fritz,4,0,14,253,On the Significance of Real-World Conditions for Material Classification.,0,2004,europe,False
68811,nips,NIPS,CISPA Helmholtz Center i.G.,Mario Fritz,5,0,9,558,An Additive Latent Feature Model for Transparent Object Recognition.,0,2009,europe,False
68814,cvpr,CVPR,CISPA Helmholtz Center i.G.,Mario Fritz,4,0,8,401,A probabilistic model for recursive factorized image features.,0,2011,europe,False
68821,eccv,ECCV (4),CISPA Helmholtz Center i.G.,Mario Fritz,2,0,14,345,Recognizing Materials from Virtual Examples.,0,2012,europe,False
68822,nips,NIPS,CISPA Helmholtz Center i.G.,Mario Fritz,4,0,9,899,Timely Object Recognition.,0,2012,europe,False
68823,cvpr,CVPR,CISPA Helmholtz Center i.G.,Mario Fritz,2,0,8,321,Multi-class Video Co-segmentation with a Generative Multi-video Model.,0,2013,europe,False
68824,iccv,ICCV,CISPA Helmholtz Center i.G.,Mario Fritz,2,0,8,1321,Sequential Bayesian Model Update under Structured Scene Prior for Semantic Road Scenes Labeling.,0,2013,europe,False
68825,cvpr,CVPR,CISPA Helmholtz Center i.G.,Mario Fritz,3,0,8,572,Anytime Recognition of Objects and Scenes.,0,2014,europe,False
68826,cvpr,CVPR,CISPA Helmholtz Center i.G.,Mario Fritz,4,0,8,3898,Image-Based Synthesis and Re-synthesis of Viewpoints Guided by 3D Models.,0,2014,europe,False
68827,nips,NIPS,CISPA Helmholtz Center i.G.,Mario Fritz,2,0,9,1682,A Multi-World Approach to Question Answering about Real-World Scenes based on Uncertain Input.,0,2014,europe,False
68830,iccv,ICCV,CISPA Helmholtz Center i.G.,Mario Fritz,3,0,9,1,Ask Your Neurons: A Neural-Based Approach to Answering Questions about Images.,0,2015,europe,False
68832,iccv,ICCV,CISPA Helmholtz Center i.G.,Mario Fritz,2,0,9,468,See the Difference: Direct Pre-Image Reconstruction and Pose Estimation by Differentiating HOG.,0,2015,europe,False
68833,cvpr,CVPR,CISPA Helmholtz Center i.G.,Mario Fritz,5,0,9,4508,Deep Reflectance Maps.,0,2016,europe,False
68839,cvpr,CVPR,CISPA Helmholtz Center i.G.,Mario Fritz,4,0,10,7158,STD2P: RGBD Semantic Segmentation Using Spatio-Temporal Data-Driven Pooling.,0,2017,europe,False
72918,www,WWW,CISPA Helmholtz Center i.G.,Michael Backes 0001,3,0,10,799,SAFE extensibility of data-driven web applications.,0,2012,europe,False
72951,aaai,AAAI,CISPA Helmholtz Center i.G.,Michael Backes 0001,5,0,8,6286,Stackelberg Planning: Towards Effective Leader-Follower State Space Search.,0,2018,europe,False
72956,www,WWW,CISPA Helmholtz Center i.G.,Michael Backes 0001,6,0,10,287,Tagvisor: A Privacy Advisor for Sharing Hashtags.,0,2018,europe,False
11144,cvpr,CVPR,University of Konstanz,Bastian Goldlücke,2,0,8,41,Globally consistent depth labeling of 4D light fields.,0,2012,europe,False
11145,eccv,ECCV (5),University of Konstanz,Bastian Goldlücke,2,0,14,608,Spatial and Angular Variational Super-Resolution of 4D Light Fields.,0,2012,europe,False
11146,cvpr,CVPR,University of Konstanz,Bastian Goldlücke,3,0,8,1011,Globally Consistent Multi-label Assignment on the Ray Space of 4D Light Fields.,0,2013,europe,False
11147,cvpr,CVPR,University of Konstanz,Bastian Goldlücke,2,0,8,1003,The Variational Structure of Disparity and Regularization of 4D Light Fields.,0,2013,europe,False
11148,cvpr,CVPR,University of Konstanz,Bastian Goldlücke,3,0,8,3906,Bayesian View Synthesis and Image-Based Rendering Principles.,0,2014,europe,False
11149,iccv,ICCV,University of Konstanz,Bastian Goldlücke,3,0,9,720,On Linear Structure from Motion for Light Field Cameras.,0,2015,europe,False
11150,cvpr,CVPR,University of Konstanz,Bastian Goldlücke,3,0,9,3262,What Sparse Light Field Coding Reveals about Scene Structure.,0,2016,europe,False
11151,cvpr,CVPR,University of Konstanz,Bastian Goldlücke,3,0,9,2529,Accurate Depth and Normal Maps from Occlusion-Aware Focal Stack Symmetry.,0,2017,europe,False
11152,cvpr,CVPR,University of Konstanz,Bastian Goldlücke,4,0,10,9145,Light Field Intrinsics With a Deep Encoder-Decoder Network.,0,2018,europe,False
11153,eccv,ECCV (8),University of Konstanz,Bastian Goldlücke,4,0,18,575,Structure-from-Motion-Aware PatchMatch for Adaptive Optical Flow Estimation.,0,2018,europe,False
21525,kdd,KDD,University of Konstanz,Daniel A. Keim,2,0,8,58,An Efficient Approach to Clustering in Large Multimedia Databases with Noise.,0,1998,europe,False
74804,nips,NIPS,University of Konstanz,Michael R. Berthold,2,0,8,521,Boosting the Performance of RBF Networks with Dynamic Decay Adjustment.,0,1994,europe,False
74805,kdd,KDD,University of Konstanz,Michael R. Berthold,9,0,8,11,Open standards and cloud computing: KDD-2009 panel report.,0,2009,europe,False
74806,kdd,KDD,University of Konstanz,Michael R. Berthold,2,0,10,413,The new iris data: modular data generators.,0,2010,europe,False
11155,cvpr,CVPR (2),RWTH Aachen,Bastian Leibe,4,0,6,394,3D Object Recognition from Range Images using Local Feature Histograms.,0,2001,europe,False
11156,cvpr,CVPR (2),RWTH Aachen,Bastian Leibe,2,0,7,409,Analyzing Appearance and Contour Based Methods for Object Categorization.,0,2003,europe,False
11157,cvpr,CVPR (1),RWTH Aachen,Bastian Leibe,3,0,8,878,Pedestrian Detection in Crowded Scenes.,0,2005,europe,False
11158,iccv,ICCV,RWTH Aachen,Bastian Leibe,4,0,8,1363,Integrating Representative and Discriminative Models for Object Category Detection.,0,2005,europe,False
11159,iccv,ICCV,RWTH Aachen,Bastian Leibe,3,0,8,1792,Local Features for Object Class Recognition.,0,2005,europe,False
11160,cvpr,CVPR (1),RWTH Aachen,Bastian Leibe,3,0,11,26,Multiple Object Class Detection with a Generative Model.,0,2006,europe,False
11161,cvpr,CVPR (2),RWTH Aachen,Bastian Leibe,3,0,7,1582,Multi-Aspect Detection of Articulated Objects.,0,2006,europe,False
11162,cvpr,CVPR (2),RWTH Aachen,Bastian Leibe,6,0,8,1589,Towards Multi-View Object Class Detection.,0,2006,europe,False
11163,cvpr,CVPR,RWTH Aachen,Bastian Leibe,4,0,-1,-1,Dynamic 3D Scene Analysis from a Moving Vehicle.,0,2007,europe,False
11164,cvpr,CVPR,RWTH Aachen,Bastian Leibe,3,0,-1,-1,Fast 3D Scanning with Automatic Motion Compensation.,0,2007,europe,False
11165,iccv,ICCV,RWTH Aachen,Bastian Leibe,3,0,8,1,Coupled Detection and Trajectory Estimation for Multi-Object Tracking.,0,2007,europe,False
11166,iccv,ICCV,RWTH Aachen,Bastian Leibe,3,0,8,1,Depth and Appearance for Mobile Scene Analysis.,0,2007,europe,False
11167,iccv,ICCV,RWTH Aachen,Bastian Leibe,5,0,8,1,Depth-From-Recognition: Inferring Meta-data by Cognitive Feedback.,0,2007,europe,False
11168,iccv,ICCV,RWTH Aachen,Bastian Leibe,4,0,8,1,Efficient Mining of Frequent and Distinctive Feature Configurations.,0,2007,europe,False
11169,cvpr,CVPR,RWTH Aachen,Bastian Leibe,4,0,-1,-1,A mobile vision system for robust multi-person tracking.,0,2008,europe,False
11170,cvpr,CVPR,RWTH Aachen,Bastian Leibe,3,0,-1,-1,Accurate and robust registration for in-hand modeling.,0,2008,europe,False
11171,cvpr,CVPR,RWTH Aachen,Bastian Leibe,4,0,-1,-1,Measuring camera translation by the dominant apical angle.,0,2008,europe,False
11172,eccv,ECCV (2),RWTH Aachen,Bastian Leibe,6,0,15,816,Articulated Multi-body Tracking under Egomotion.,0,2008,europe,False
11174,iccv,ICCV,RWTH Aachen,Bastian Leibe,3,0,8,940,Feature-centric Efficient Subwindow Search.,0,2009,europe,False
11175,iccv,ICCV,RWTH Aachen,Bastian Leibe,5,0,8,1515,Robust tracking-by-detection using a detector confidence particle filter.,0,2009,europe,False
11176,iccv,ICCV,RWTH Aachen,Bastian Leibe,3,0,8,2090,SCRAMSAC: Improving RANSAC's efficiency with a spatial consistency filter.,0,2009,europe,False
11178,eccv,ECCV (1),RWTH Aachen,Bastian Leibe,4,0,14,397,Multi-person Tracking with Sparse Detection and Continuous Segmentation.,0,2010,europe,False
11179,iccv,ICCV,RWTH Aachen,Bastian Leibe,2,0,8,1132,Discovering favorite views of popular places with iconoid shift.,0,2011,europe,False
11180,iccv,ICCV,RWTH Aachen,Bastian Leibe,3,0,8,667,Fast image-based localization using direct 2D-to-3D matching.,0,2011,europe,False
11181,iccv,ICCV,RWTH Aachen,Bastian Leibe,3,0,8,1871,Level-set person segmentation and tracking with multi-region appearance models and top-down shape information.,0,2011,europe,False
11183,cvpr,CVPR,RWTH Aachen,Bastian Leibe,2,0,8,2823,Joint 2D-3D temporally consistent semantic segmentation of street scenes.,0,2012,europe,False
11184,eccv,ECCV (1),RWTH Aachen,Bastian Leibe,3,0,14,752,Improving Image-Based Localization by Active Correspondence Search.,0,2012,europe,False
11185,eccv,ECCV (5),RWTH Aachen,Bastian Leibe,2,0,14,566,"Taking Mobile Multi-object Tracking to the Next Level: People, Unknown Objects, and Carried Items.",0,2012,europe,False
11186,cvpr,CVPR,RWTH Aachen,Bastian Leibe,3,0,8,3658,Tracking People and Their Objects.,0,2013,europe,False
11187,iccv,ICCV,RWTH Aachen,Bastian Leibe,2,0,8,3479,Discovering Details and Scene Structure with Hierarchical Iconoid Shift.,0,2013,europe,False
11188,iccv,ICCV,RWTH Aachen,Bastian Leibe,5,0,8,2592,Random Forests of Local Experts for Pedestrian Detection.,0,2013,europe,False
11190,cvpr,CVPR,RWTH Aachen,Bastian Leibe,3,0,8,1534,Probabilistic Labeling Cost for High-Accuracy Multi-view Reconstruction.,0,2014,europe,False
11196,cvpr,CVPR,RWTH Aachen,Bastian Leibe,3,0,9,2082,Incremental Object Discovery in Time-Varying Image Collections.,0,2016,europe,False
11200,cvpr,CVPR,RWTH Aachen,Bastian Leibe,4,0,10,3309,Full-Resolution Residual Networks for Semantic Segmentation in Street Scenes.,0,2017,europe,False
11201,cvpr,CVPR,RWTH Aachen,Bastian Leibe,3,0,9,2215,Semi-Supervised Deep Learning for Monocular Depth Map Prediction.,0,2017,europe,False
36909,ijcai,IJCAI,RWTH Aachen,Gerhard Lakemeyer,1,0,8,401,Tractable Meta-Reasoning in Propositional Logics of Belief.,0,1987,europe,False
36910,aaai,AAAI,RWTH Aachen,Gerhard Lakemeyer,1,0,7,531,Decidable Reasoning in First-Order Knowledge Bases with Perfect Introspection.,0,1990,europe,False
36911,ijcai,IJCAI,RWTH Aachen,Gerhard Lakemeyer,1,0,6,492,A Model of Decidable Introspective Reasoning with Quantifying-In.,0,1991,europe,False
36912,aaai,AAAI,RWTH Aachen,Gerhard Lakemeyer,1,0,6,662,All They Know About.,0,1993,europe,False
36913,ijcai,IJCAI,RWTH Aachen,Gerhard Lakemeyer,1,0,6,376,All They Know: A Study in Multi-Agent Autoepistemic Reasoning.,0,1993,europe,False
36914,aaai,AAAI/IAAI,RWTH Aachen,Gerhard Lakemeyer,8,0,8,11,The Interactive Museum Tour-Guide Robot.,0,1998,europe,False
36915,ijcai,IJCAI,RWTH Aachen,Gerhard Lakemeyer,2,0,8,124,Query Evaluation and Progression in AOL Knowledge Bases.,0,1999,europe,False
36916,aaai,AAAI/IAAI,RWTH Aachen,Gerhard Lakemeyer,2,0,7,476,cc-Golog: Towards More Realistic Logic-Based Robot Controllers.,0,2000,europe,False
36917,ijcai,IJCAI,RWTH Aachen,Gerhard Lakemeyer,2,0,7,12,On-Line Execution of cc-Golog Plans.,0,2001,europe,False
36918,aaai,AAAI,RWTH Aachen,Gerhard Lakemeyer,2,0,6,633,Only-Knowing: Taking It Beyond Autoepistemic Reasoning.,0,2005,europe,False
36919,ijcai,IJCAI,RWTH Aachen,Gerhard Lakemeyer,2,0,7,490,Semantics for a useful fragment of the situation calculus.,0,2005,europe,False
36920,aaai,AAAI,RWTH Aachen,Gerhard Lakemeyer,2,0,6,263,Towards an Axiom System for Default Logic.,0,2006,europe,False
36921,aaai,AAAI,RWTH Aachen,Gerhard Lakemeyer,3,0,6,956,A Situation-Calculus Semantics for an Expressive Fragment of PDDL.,0,2007,europe,False
36922,aaai,AAAI,RWTH Aachen,Gerhard Lakemeyer,2,0,6,974,"ESP: A Logic of Only-Knowing, Noisy Sensing and Acting.",0,2007,europe,False
36924,ijcai,IJCAI,RWTH Aachen,Gerhard Lakemeyer,2,0,6,842,A Semantical Account of Progression in the Presence of Defaults.,0,2009,europe,False
36925,ijcai,IJCAI,RWTH Aachen,Gerhard Lakemeyer,2,0,7,860,On First-Order Definability and Computability of Progression for Local-Effect Actions and Beyond.,0,2009,europe,False
36926,aaai,AAAI,RWTH Aachen,Gerhard Lakemeyer,2,0,-1,-1,Reasoning about Imperfect Information Games in the Epistemic Situation Calculus.,0,2010,europe,False
36927,aaai,AAAI,RWTH Aachen,Gerhard Lakemeyer,2,0,-1,-1,A Semantical Account of Progression in the Presence of Uncertainty.,0,2011,europe,False
36928,ijcai,IJCAI,RWTH Aachen,Gerhard Lakemeyer,2,0,6,744,On Progression and Query Evaluation in First-Order Knowledge Bases with Function Symbols.,0,2011,europe,False
36930,ijcai,IJCAI,RWTH Aachen,Gerhard Lakemeyer,2,0,7,969,Decidable Reasoning in a Logic of Limited Belief with Introspection and Unknown Individuals.,0,2013,europe,False
36931,aaai,AAAI,RWTH Aachen,Gerhard Lakemeyer,4,0,8,1012,Exploring the Boundaries of Decidable Verification of Non-Terminating Golog Programs.,0,2014,europe,False
36932,aaai,AAAI,RWTH Aachen,Gerhard Lakemeyer,2,0,7,1583,Projection in the Epistemic Situation Calculus with Belief Conditionals.,0,2015,europe,False
